,meanNDVI,meanNDWI,geometry
24,0.6861266270279884,-0.6047926917672157,"POLYGON ((80.06448892697134 12.80664696120986, 80.06478892697133 12.80664696120986, 80.06478892697133 12.80647644964199, 80.06448892697134 12.80647644964199, 80.06448892697134 12.80664696120986))"
25,0.6735801100730896,-0.5940340823597379,"POLYGON ((80.06478892697133 12.80784696120986, 80.06508892697133 12.80784696120986, 80.06508892697133 12.80754696120986, 80.06478892697133 12.80754696120986, 80.06478892697133 12.80784696120986))"
26,0.7123095144828161,-0.6130781670411428,"POLYGON ((80.06478892697133 12.80754696120986, 80.06508892697133 12.80754696120986, 80.06508892697133 12.80724696120986, 80.06478892697133 12.80724696120986, 80.06478892697133 12.80754696120986))"
27,0.7367872794469198,-0.6295734975073073,"POLYGON ((80.06478892697133 12.80724696120986, 80.06508892697133 12.80724696120986, 80.06508892697133 12.80694696120986, 80.06478892697133 12.80694696120986, 80.06478892697133 12.80724696120986))"
28,0.6894081499841478,-0.5989360875553555,"POLYGON ((80.06478892697133 12.80694696120986, 80.06508892697133 12.80694696120986, 80.06508892697133 12.80664696120986, 80.06478892697133 12.80664696120986, 80.06478892697133 12.80694696120986))"
29,0.6038596630096436,-0.5695544878641764,"POLYGON ((80.06478892697133 12.80664696120986, 80.06508892697133 12.80664696120986, 80.06508892697133 12.80647644964199, 80.06478892697133 12.80647644964199, 80.06478892697133 12.80664696120986))"
30,0.6920218335257636,-0.6012639866934882,"POLYGON ((80.06508892697133 12.80784696120986, 80.06538105000297 12.80784696120986, 80.06538105000297 12.80754696120986, 80.06508892697133 12.80754696120986, 80.06508892697133 12.80784696120986))"
31,0.7057712574799856,-0.612697591384252,"POLYGON ((80.06508892697133 12.80754696120986, 80.06538105000297 12.80754696120986, 80.06538105000297 12.80724696120986, 80.06508892697133 12.80724696120986, 80.06508892697133 12.80754696120986))"
32,0.7206917405128479,-0.6213636530770196,"POLYGON ((80.06508892697133 12.80724696120986, 80.06538105000297 12.80724696120986, 80.06538105000297 12.80694696120986, 80.06508892697133 12.80694696120986, 80.06508892697133 12.80724696120986))"
33,0.6846993300649855,-0.6021800107426114,"POLYGON ((80.06508892697133 12.80694696120986, 80.06538105000297 12.80694696120986, 80.06538105000297 12.80664696120986, 80.06508892697133 12.80664696120986, 80.06508892697133 12.80694696120986))"
34,0.5690897901852926,-0.5445198516050974,"POLYGON ((80.06508892697133 12.80664696120986, 80.06538105000297 12.80664696120986, 80.06538105000297 12.80647644964199, 80.06508892697133 12.80647644964199, 80.06508892697133 12.80664696120986))"
