,meanNDMI,meanNDVI,geometry
0,,,"POLYGON ((80.054186 12.75933299999999, 80.054186 12.759246, 80.05415048979593 12.759246, 80.054186 12.75933299999999))"
1,0.42361776530742645,0.08070393651723862,"POLYGON ((80.05415048979593 12.759246, 80.054186 12.759246, 80.054186 12.75894600000001, 80.05402804081633 12.75894600000001, 80.05415048979593 12.759246))"
2,0.4237803891301155,0.08292196318507195,"POLYGON ((80.05402804081633 12.75894600000001, 80.054186 12.75894600000001, 80.054186 12.75864600000001, 80.05390559183674 12.75864600000001, 80.05402804081633 12.75894600000001))"
3,,,"POLYGON ((80.05390559183674 12.75864600000001, 80.054186 12.75864600000001, 80.054186 12.75859902289333, 80.05388600000001 12.758598, 80.05390559183674 12.75864600000001))"
4,0.4242641379435857,0.0833287847538789,"POLYGON ((80.054486 12.75981592831541, 80.054486 12.759546, 80.05427293877551 12.759546, 80.054326 12.759676, 80.054486 12.75981592831541))"
5,0.42488855719566343,0.08290951326489449,"POLYGON ((80.05427293877551 12.759546, 80.054486 12.759546, 80.054486 12.759246, 80.054186 12.759246, 80.054186 12.75933299999999, 80.05427293877551 12.759546))"
6,0.42417777329683304,0.08254034693042438,"POLYGON ((80.054186 12.759246, 80.054486 12.759246, 80.054486 12.75894600000001, 80.054186 12.75894600000001, 80.054186 12.759246))"
7,0.42384951934218407,0.08250325731933117,"POLYGON ((80.054186 12.75894600000001, 80.054486 12.75894600000001, 80.054486 12.75864600000001, 80.054186 12.75864600000001, 80.054186 12.75894600000001))"
8,,,"POLYGON ((80.054186 12.75864600000001, 80.054486 12.75864600000001, 80.054486 12.75860004578665, 80.054186 12.75859902289333, 80.054186 12.75864600000001))"
9,0.4263813594977061,0.08590763807296753,"POLYGON ((80.05478599999999 12.76007829390681, 80.05478599999999 12.759846, 80.05452038524591 12.759846, 80.05478599999999 12.76007829390681))"
10,0.4256499484181404,0.08323068792621295,"POLYGON ((80.05452038524591 12.759846, 80.05478599999999 12.759846, 80.05478599999999 12.759546, 80.054486 12.759546, 80.054486 12.75981592831541, 80.05452038524591 12.759846))"
11,0.42616942524909973,0.08567021787166595,"POLYGON ((80.054486 12.759546, 80.05478599999999 12.759546, 80.05478599999999 12.759246, 80.054486 12.759246, 80.054486 12.759546))"
12,0.42503855956925285,0.082953918311331,"POLYGON ((80.054486 12.759246, 80.05478599999999 12.759246, 80.05478599999999 12.75894600000001, 80.054486 12.75894600000001, 80.054486 12.759246))"
13,0.4247645189364751,0.08247138932347298,"POLYGON ((80.054486 12.75894600000001, 80.05478599999999 12.75894600000001, 80.05478599999999 12.75864600000001, 80.054486 12.75864600000001, 80.054486 12.75894600000001))"
14,,,"POLYGON ((80.054486 12.75864600000001, 80.05478599999999 12.75864600000001, 80.05478599999999 12.75860106867998, 80.054486 12.75860004578665, 80.054486 12.75864600000001))"
15,0.4280352294445038,0.08406733348965645,"POLYGON ((80.05508599999999 12.7603406594982, 80.05508599999999 12.760146, 80.05486341803278 12.760146, 80.05508599999999 12.7603406594982))"
16,0.4259159200721317,0.08196660296784507,"POLYGON ((80.05486341803278 12.760146, 80.05508599999999 12.760146, 80.05508599999999 12.759846, 80.05478599999999 12.759846, 80.05478599999999 12.76007829390681, 80.05486341803278 12.760146))"
