,meanNDMI,meanNDVI,geometry
0,,,"POLYGON ((80.054186 12.75933299999999, 80.054186 12.759246, 80.05415048979593 12.759246, 80.054186 12.75933299999999))"
1,0.5299506187438965,0.005633803084492683,"POLYGON ((80.05415048979593 12.759246, 80.054186 12.759246, 80.054186 12.75894600000001, 80.05402804081633 12.75894600000001, 80.05415048979593 12.759246))"
2,0.5295165479183197,0.0032626232095935848,"POLYGON ((80.05402804081633 12.75894600000001, 80.054186 12.75894600000001, 80.054186 12.75864600000001, 80.05390559183674 12.75864600000001, 80.05402804081633 12.75894600000001))"
3,,,"POLYGON ((80.05390559183674 12.75864600000001, 80.054186 12.75864600000001, 80.054186 12.75859902289333, 80.05388600000001 12.758598, 80.05390559183674 12.75864600000001))"
4,0.5300930837790171,0.005205632497866948,"POLYGON ((80.054486 12.75981592831541, 80.054486 12.759546, 80.05427293877551 12.759546, 80.054326 12.759676, 80.054486 12.75981592831541))"
5,0.5303023219108581,0.004065209382679314,"POLYGON ((80.05427293877551 12.759546, 80.054486 12.759546, 80.054486 12.759246, 80.054186 12.759246, 80.054186 12.75933299999999, 80.05427293877551 12.759546))"
6,0.529462734858195,0.0047341671961476095,"POLYGON ((80.054186 12.759246, 80.054486 12.759246, 80.054486 12.75894600000001, 80.054186 12.75894600000001, 80.054186 12.759246))"
7,0.5289274230599403,0.0031546034952043556,"POLYGON ((80.054186 12.75894600000001, 80.054486 12.75894600000001, 80.054486 12.75864600000001, 80.054186 12.75864600000001, 80.054186 12.75894600000001))"
8,,,"POLYGON ((80.054186 12.75864600000001, 80.054486 12.75864600000001, 80.054486 12.75860004578665, 80.054186 12.75859902289333, 80.054186 12.75864600000001))"
9,0.5311667124430338,0.005031479910636942,"POLYGON ((80.05478599999999 12.76007829390681, 80.05478599999999 12.759846, 80.05452038524591 12.759846, 80.05478599999999 12.76007829390681))"
10,0.5291775862375895,0.0022806154520367272,"POLYGON ((80.05452038524591 12.759846, 80.05478599999999 12.759846, 80.05478599999999 12.759546, 80.054486 12.759546, 80.054486 12.75981592831541, 80.05452038524591 12.759846))"
11,0.5300775104098849,0.0046858392500629025,"POLYGON ((80.054486 12.759546, 80.05478599999999 12.759546, 80.05478599999999 12.759246, 80.054486 12.759246, 80.054486 12.759546))"
12,0.5282771322462294,0.0032932590693235397,"POLYGON ((80.054486 12.759246, 80.05478599999999 12.759246, 80.05478599999999 12.75894600000001, 80.054486 12.75894600000001, 80.054486 12.759246))"
