,meanNDMI,geometry
30,0.12836627413829169,"POLYGON ((80.05568599999998 12.76050799220857, 80.05568599999998 12.760446, 80.05538599999998 12.760446, 80.05538599999998 12.76045063530117, 80.05568599999998 12.76050799220857))"
31,0.1398022307289971,"POLYGON ((80.05538599999998 12.760446, 80.05568599999998 12.760446, 80.05568599999998 12.760146, 80.05538599999998 12.760146, 80.05538599999998 12.760446))"
32,0.14368290536933476,"POLYGON ((80.05538599999998 12.760146, 80.05568599999998 12.760146, 80.05568599999998 12.759846, 80.05538599999998 12.759846, 80.05538599999998 12.760146))"
33,0.14278616259495416,"POLYGON ((80.05538599999998 12.759846, 80.05568599999998 12.759846, 80.05568599999998 12.759546, 80.05538599999998 12.759546, 80.05538599999998 12.759846))"
34,0.1476809581120809,"POLYGON ((80.05538599999998 12.759546, 80.05568599999998 12.759546, 80.05568599999998 12.759246, 80.05538599999998 12.759246, 80.05538599999998 12.759546))"
35,0.14169026580121782,"POLYGON ((80.05538599999998 12.759246, 80.05568599999998 12.759246, 80.05568599999998 12.75894600000001, 80.05538599999998 12.75894600000001, 80.05538599999998 12.759246))"
36,0.13100144763787588,"POLYGON ((80.05538599999998 12.75894600000001, 80.05568599999998 12.75894600000001, 80.05568599999998 12.75864600000001, 80.05538599999998 12.75864600000001, 80.05538599999998 12.75894600000001))"
37,,"POLYGON ((80.05538599999998 12.75864600000001, 80.05568599999998 12.75864600000001, 80.05568599999998 12.75860413735996, 80.05538599999998 12.75860311446663, 80.05538599999998 12.75864600000001))"
38,0.12092548608779907,"POLYGON ((80.05598599999998 12.76056534911597, 80.05598599999998 12.760446, 80.05568599999998 12.760446, 80.05568599999998 12.76050799220857, 80.05598599999998 12.76056534911597))"
39,0.13352974090311262,"POLYGON ((80.05568599999998 12.760446, 80.05598599999998 12.760446, 80.05598599999998 12.760146, 80.05568599999998 12.760146, 80.05568599999998 12.760446))"
40,0.14229549633132088,"POLYGON ((80.05568599999998 12.760146, 80.05598599999998 12.760146, 80.05598599999998 12.759846, 80.05568599999998 12.759846, 80.05568599999998 12.760146))"
41,0.14569800222913423,"POLYGON ((80.05568599999998 12.759846, 80.05598599999998 12.759846, 80.05598599999998 12.759546, 80.05568599999998 12.759546, 80.05568599999998 12.759846))"
42,0.1508652071158091,"POLYGON ((80.05568599999998 12.759546, 80.05598599999998 12.759546, 80.05598599999998 12.759246, 80.05568599999998 12.759246, 80.05568599999998 12.759546))"
43,0.1493406610356437,"POLYGON ((80.05568599999998 12.759246, 80.05598599999998 12.759246, 80.05598599999998 12.75894600000001, 80.05568599999998 12.75894600000001, 80.05568599999998 12.759246))"
44,0.13133973255753517,"POLYGON ((80.05568599999998 12.75894600000001, 80.05598599999998 12.75894600000001, 80.05598599999998 12.75864600000001, 80.05568599999998 12.75864600000001, 80.05568599999998 12.75894600000001))"
45,,"POLYGON ((80.05568599999998 12.75864600000001, 80.05598599999998 12.75864600000001, 80.05598599999998 12.75860516025329, 80.05568599999998 12.75860413735996, 80.05568599999998 12.75864600000001))"
46,0.11696175765246153,"POLYGON ((80.05628599999997 12.76062270602337, 80.05628599999997 12.760446, 80.05598599999998 12.760446, 80.05598599999998 12.76056534911597, 80.05628599999997 12.76062270602337))"
47,0.12942952724794546,"POLYGON ((80.05598599999998 12.760446, 80.05628599999997 12.760446, 80.05628599999997 12.760146, 80.05598599999998 12.760146, 80.05598599999998 12.760446))"
48,0.1334673079351584,"POLYGON ((80.05598599999998 12.760146, 80.05628599999997 12.760146, 80.05628599999997 12.759846, 80.05598599999998 12.759846, 80.05598599999998 12.760146))"
49,0.13158863177523017,"POLYGON ((80.05598599999998 12.759846, 80.05628599999997 12.759846, 80.05628599999997 12.759546, 80.05598599999998 12.759546, 80.05598599999998 12.759846))"
50,0.13937906672557196,"POLYGON ((80.05598599999998 12.759546, 80.05628599999997 12.759546, 80.05628599999997 12.759246, 80.05598599999998 12.759246, 80.05598599999998 12.759546))"
51,0.13934161762396494,"POLYGON ((80.05598599999998 12.759246, 80.05628599999997 12.759246, 80.05628599999997 12.75894600000001, 80.05598599999998 12.75894600000001, 80.05598599999998 12.759246))"
52,0.1254941951483488,"POLYGON ((80.05598599999998 12.75894600000001, 80.05628599999997 12.75894600000001, 80.05628599999997 12.75864600000001, 80.05598599999998 12.75864600000001, 80.05598599999998 12.75894600000001))"
53,,"POLYGON ((80.05598599999998 12.75864600000001, 80.05628599999997 12.75864600000001, 80.05628599999997 12.75860618314661, 80.05598599999998 12.75860516025329, 80.05598599999998 12.75864600000001))"
54,0.1278113480657339,"POLYGON ((80.05658599999997 12.76068006293077, 80.05658599999997 12.760446, 80.05628599999997 12.760446, 80.05628599999997 12.76062270602337, 80.05658599999997 12.76068006293077))"
55,0.13646082248952654,"POLYGON ((80.05628599999997 12.760446, 80.05658599999997 12.760446, 80.05658599999997 12.760146, 80.05628599999997 12.760146, 80.05628599999997 12.760446))"
56,0.1332407428158654,"POLYGON ((80.05628599999997 12.760146, 80.05658599999997 12.760146, 80.05658599999997 12.759846, 80.05628599999997 12.759846, 80.05628599999997 12.760146))"
57,0.12818471466501555,"POLYGON ((80.05628599999997 12.759846, 80.05658599999997 12.759846, 80.05658599999997 12.759546, 80.05628599999997 12.759546, 80.05628599999997 12.759846))"
58,0.13154715382390553,"POLYGON ((80.05628599999997 12.759546, 80.05658599999997 12.759546, 80.05658599999997 12.759246, 80.05628599999997 12.759246, 80.05628599999997 12.759546))"
59,0.1313095142443975,"POLYGON ((80.05628599999997 12.759246, 80.05658599999997 12.759246, 80.05658599999997 12.75894600000001, 80.05628599999997 12.75894600000001, 80.05628599999997 12.759246))"
60,0.12650855196019015,"POLYGON ((80.05628599999997 12.75894600000001, 80.05658599999997 12.75894600000001, 80.05658599999997 12.75864600000001, 80.05628599999997 12.75864600000001, 80.05628599999997 12.75894600000001))"
61,,"POLYGON ((80.05628599999997 12.75864600000001, 80.05658599999997 12.75864600000001, 80.05658599999997 12.75860720603994, 80.05628599999997 12.75860618314661, 80.05628599999997 12.75864600000001))"
62,0.1309661004278395,"POLYGON ((80.05688599999996 12.76073741983817, 80.05688599999996 12.760446, 80.05658599999997 12.760446, 80.05658599999997 12.76068006293077, 80.05688599999996 12.76073741983817))"
63,0.14076396822929382,"POLYGON ((80.05658599999997 12.760446, 80.05688599999996 12.760446, 80.05688599999996 12.760146, 80.05658599999997 12.760146, 80.05658599999997 12.760446))"
64,0.13279198855161667,"POLYGON ((80.05658599999997 12.760146, 80.05688599999996 12.760146, 80.05688599999996 12.759846, 80.05658599999997 12.759846, 80.05658599999997 12.760146))"
65,0.12317486417790253,"POLYGON ((80.05658599999997 12.759846, 80.05688599999996 12.759846, 80.05688599999996 12.759546, 80.05658599999997 12.759546, 80.05658599999997 12.759846))"
66,0.123400436507331,"POLYGON ((80.05658599999997 12.759546, 80.05688599999996 12.759546, 80.05688599999996 12.759246, 80.05658599999997 12.759246, 80.05658599999997 12.759546))"
67,0.1251506664686733,"POLYGON ((80.05658599999997 12.759246, 80.05688599999996 12.759246, 80.05688599999996 12.75894600000001, 80.05658599999997 12.75894600000001, 80.05658599999997 12.759246))"
68,0.1205974854528904,"POLYGON ((80.05658599999997 12.75894600000001, 80.05688599999996 12.75894600000001, 80.05688599999996 12.75864600000001, 80.05658599999997 12.75864600000001, 80.05658599999997 12.75894600000001))"
69,,"POLYGON ((80.05658599999997 12.75864600000001, 80.05688599999996 12.75864600000001, 80.05688599999996 12.75860822893327, 80.05658599999997 12.75860720603994, 80.05658599999997 12.75864600000001))"
70,,"POLYGON ((80.05718599999996 12.76079477674557, 80.05718599999996 12.760746, 80.05693087774294 12.760746, 80.05718599999996 12.76079477674557))"
71,0.13175470475107431,"POLYGON ((80.05693087774294 12.760746, 80.05718599999996 12.760746, 80.05718599999996 12.760446, 80.05688599999996 12.760446, 80.05688599999996 12.76073741983817, 80.05693087774294 12.760746))"
72,0.13732104251782098,"POLYGON ((80.05688599999996 12.760446, 80.05718599999996 12.760446, 80.05718599999996 12.760146, 80.05688599999996 12.760146, 80.05688599999996 12.760446))"
73,0.1356764261921247,"POLYGON ((80.05688599999996 12.760146, 80.05718599999996 12.760146, 80.05718599999996 12.759846, 80.05688599999996 12.759846, 80.05688599999996 12.760146))"
74,0.13241718476638198,"POLYGON ((80.05688599999996 12.759846, 80.05718599999996 12.759846, 80.05718599999996 12.759546, 80.05688599999996 12.759546, 80.05688599999996 12.759846))"
75,0.12810970532397428,"POLYGON ((80.05688599999996 12.759546, 80.05718599999996 12.759546, 80.05718599999996 12.759246, 80.05688599999996 12.759246, 80.05688599999996 12.759546))"
76,0.11966581766804059,"POLYGON ((80.05688599999996 12.759246, 80.05718599999996 12.759246, 80.05718599999996 12.75894600000001, 80.05688599999996 12.75894600000001, 80.05688599999996 12.759246))"
77,0.10706648929044604,"POLYGON ((80.05688599999996 12.75894600000001, 80.05718599999996 12.75894600000001, 80.05718599999996 12.75864600000001, 80.05688599999996 12.75864600000001, 80.05688599999996 12.75894600000001))"
78,,"POLYGON ((80.05688599999996 12.75864600000001, 80.05718599999996 12.75864600000001, 80.05718599999996 12.75860925182659, 80.05688599999996 12.75860822893327, 80.05688599999996 12.75864600000001))"
79,0.12870348989963531,"POLYGON ((80.05748599999995 12.76085213365297, 80.05748599999995 12.760746, 80.05718599999996 12.760746, 80.05718599999996 12.76079477674557, 80.05748599999995 12.76085213365297))"
80,0.13176716367403665,"POLYGON ((80.05718599999996 12.760746, 80.05748599999995 12.760746, 80.05748599999995 12.760446, 80.05718599999996 12.760446, 80.05718599999996 12.760746))"
81,0.12810353272491032,"POLYGON ((80.05718599999996 12.760446, 80.05748599999995 12.760446, 80.05748599999995 12.760146, 80.05718599999996 12.760146, 80.05718599999996 12.760446))"
82,0.13292897244294485,"POLYGON ((80.05718599999996 12.760146, 80.05748599999995 12.760146, 80.05748599999995 12.759846, 80.05718599999996 12.759846, 80.05718599999996 12.760146))"
83,0.13397268950939178,"POLYGON ((80.05718599999996 12.759846, 80.05748599999995 12.759846, 80.05748599999995 12.759546, 80.05718599999996 12.759546, 80.05718599999996 12.759846))"
84,0.12595115270879534,"POLYGON ((80.05718599999996 12.759546, 80.05748599999995 12.759546, 80.05748599999995 12.759246, 80.05718599999996 12.759246, 80.05718599999996 12.759546))"
85,0.11413461135493384,"POLYGON ((80.05718599999996 12.759246, 80.05748599999995 12.759246, 80.05748599999995 12.75894600000001, 80.05718599999996 12.75894600000001, 80.05718599999996 12.759246))"
86,0.09988299819330375,"POLYGON ((80.05718599999996 12.75894600000001, 80.05748599999995 12.75894600000001, 80.05748599999995 12.75864600000001, 80.05718599999996 12.75864600000001, 80.05718599999996 12.75894600000001))"
87,,"POLYGON ((80.05718599999996 12.75864600000001, 80.05748599999995 12.75864600000001, 80.05748599999995 12.75861027471992, 80.05718599999996 12.75860925182659, 80.05718599999996 12.75864600000001))"
88,0.12810084223747253,"POLYGON ((80.05778599999995 12.76090949056038, 80.05778599999995 12.760746, 80.05748599999995 12.760746, 80.05748599999995 12.76085213365297, 80.05778599999995 12.76090949056038))"
89,0.12553886696696281,"POLYGON ((80.05748599999995 12.760746, 80.05778599999995 12.760746, 80.05778599999995 12.760446, 80.05748599999995 12.760446, 80.05748599999995 12.760746))"
90,0.12791132347451317,"POLYGON ((80.05748599999995 12.760446, 80.05778599999995 12.760446, 80.05778599999995 12.760146, 80.05748599999995 12.760146, 80.05748599999995 12.760446))"
91,0.12985394729508293,"POLYGON ((80.05748599999995 12.760146, 80.05778599999995 12.760146, 80.05778599999995 12.759846, 80.05748599999995 12.759846, 80.05748599999995 12.760146))"
92,0.132454847296079,"POLYGON ((80.05748599999995 12.759846, 80.05778599999995 12.759846, 80.05778599999995 12.759546, 80.05748599999995 12.759546, 80.05748599999995 12.759846))"
93,0.11450566599766414,"POLYGON ((80.05748599999995 12.759546, 80.05778599999995 12.759546, 80.05778599999995 12.759246, 80.05748599999995 12.759246, 80.05748599999995 12.759546))"
94,0.10479327622387144,"POLYGON ((80.05748599999995 12.759246, 80.05778599999995 12.759246, 80.05778599999995 12.75894600000001, 80.05748599999995 12.75894600000001, 80.05748599999995 12.759246))"
95,0.09310011193156242,"POLYGON ((80.05748599999995 12.75894600000001, 80.05778599999995 12.75894600000001, 80.05778599999995 12.75864600000001, 80.05748599999995 12.75864600000001, 80.05748599999995 12.75894600000001))"
96,,"POLYGON ((80.05748599999995 12.75864600000001, 80.05778599999995 12.75864600000001, 80.05778599999995 12.75861129761325, 80.05748599999995 12.75861027471992, 80.05748599999995 12.75864600000001))"
97,0.12329487928322383,"POLYGON ((80.05808599999995 12.76096684746778, 80.05808599999995 12.760746, 80.05778599999995 12.760746, 80.05778599999995 12.76090949056038, 80.05808599999995 12.76096684746778))"
98,0.11128251953050494,"POLYGON ((80.05778599999995 12.760746, 80.05808599999995 12.760746, 80.05808599999995 12.760446, 80.05778599999995 12.760446, 80.05778599999995 12.760746))"
99,0.11378899527092774,"POLYGON ((80.05778599999995 12.760446, 80.05808599999995 12.760446, 80.05808599999995 12.760146, 80.05778599999995 12.760146, 80.05778599999995 12.760446))"
100,0.12216737245519955,"POLYGON ((80.05778599999995 12.760146, 80.05808599999995 12.760146, 80.05808599999995 12.759846, 80.05778599999995 12.759846, 80.05778599999995 12.760146))"
101,0.12287867208942771,"POLYGON ((80.05778599999995 12.759846, 80.05808599999995 12.759846, 80.05808599999995 12.759546, 80.05778599999995 12.759546, 80.05778599999995 12.759846))"
102,0.11310252298911412,"POLYGON ((80.05778599999995 12.759546, 80.05808599999995 12.759546, 80.05808599999995 12.759246, 80.05778599999995 12.759246, 80.05778599999995 12.759546))"
103,0.10320208159585793,"POLYGON ((80.05778599999995 12.759246, 80.05808599999995 12.759246, 80.05808599999995 12.75894600000001, 80.05778599999995 12.75894600000001, 80.05778599999995 12.759246))"
104,0.09335277834907174,"POLYGON ((80.05778599999995 12.75894600000001, 80.05808599999995 12.75894600000001, 80.05808599999995 12.75864600000001, 80.05778599999995 12.75864600000001, 80.05778599999995 12.75894600000001))"
105,,"POLYGON ((80.05778599999995 12.75864600000001, 80.05808599999995 12.75864600000001, 80.05808599999995 12.75861232050658, 80.05778599999995 12.75861129761325, 80.05778599999995 12.75864600000001))"
106,0.11886386573314667,"POLYGON ((80.05838599999994 12.76102420437518, 80.05838599999994 12.760746, 80.05808599999995 12.760746, 80.05808599999995 12.76096684746778, 80.05838599999994 12.76102420437518))"
107,0.10291680259009202,"POLYGON ((80.05808599999995 12.760746, 80.05838599999994 12.760746, 80.05838599999994 12.760446, 80.05808599999995 12.760446, 80.05808599999995 12.760746))"
108,0.10279467536343469,"POLYGON ((80.05808599999995 12.760446, 80.05838599999994 12.760446, 80.05838599999994 12.760146, 80.05808599999995 12.760146, 80.05808599999995 12.760446))"
109,0.108112090991603,"POLYGON ((80.05808599999995 12.760146, 80.05838599999994 12.760146, 80.05838599999994 12.759846, 80.05808599999995 12.759846, 80.05808599999995 12.760146))"
110,0.10771591402590275,"POLYGON ((80.05808599999995 12.759846, 80.05838599999994 12.759846, 80.05838599999994 12.759546, 80.05808599999995 12.759546, 80.05808599999995 12.759846))"
111,0.11673187464475632,"POLYGON ((80.05808599999995 12.759546, 80.05838599999994 12.759546, 80.05838599999994 12.759246, 80.05808599999995 12.759246, 80.05808599999995 12.759546))"
112,0.10686993516153759,"POLYGON ((80.05808599999995 12.759246, 80.05838599999994 12.759246, 80.05838599999994 12.75894600000001, 80.05808599999995 12.75894600000001, 80.05808599999995 12.759246))"
113,0.09782605307797591,"POLYGON ((80.05808599999995 12.75894600000001, 80.05838599999994 12.75894600000001, 80.05838599999994 12.75864600000001, 80.05808599999995 12.75864600000001, 80.05808599999995 12.75894600000001))"
114,,"POLYGON ((80.05808599999995 12.75864600000001, 80.05838599999994 12.75864600000001, 80.05838599999994 12.7586133433999, 80.05808599999995 12.75861232050658, 80.05808599999995 12.75864600000001))"
115,0.11958900466561317,"POLYGON ((80.05862658227848 12.760746, 80.05838599999994 12.760746, 80.05838599999994 12.76102420437518, 80.0585 12.761046, 80.05862658227848 12.760746))"
116,0.10320025558272998,"POLYGON ((80.05838599999994 12.760746, 80.05862658227848 12.760746, 80.05868599999994 12.76060518000015, 80.05868599999994 12.760446, 80.05838599999994 12.760446, 80.05838599999994 12.760746))"
117,0.09530968467394511,"POLYGON ((80.05838599999994 12.760446, 80.05868599999994 12.760446, 80.05868599999994 12.760146, 80.05838599999994 12.760146, 80.05838599999994 12.760446))"
118,0.092661305434174,"POLYGON ((80.05838599999994 12.760146, 80.05868599999994 12.760146, 80.05868599999994 12.759846, 80.05838599999994 12.759846, 80.05838599999994 12.760146))"
119,0.10363440153499444,"POLYGON ((80.05838599999994 12.759846, 80.05868599999994 12.759846, 80.05868599999994 12.759546, 80.05838599999994 12.759546, 80.05838599999994 12.759846))"
120,0.11055333001746072,"POLYGON ((80.05838599999994 12.759546, 80.05868599999994 12.759546, 80.05868599999994 12.759246, 80.05838599999994 12.759246, 80.05838599999994 12.759546))"
121,0.10073680016729566,"POLYGON ((80.05838599999994 12.759246, 80.05868599999994 12.759246, 80.05868599999994 12.75894600000001, 80.05838599999994 12.75894600000001, 80.05838599999994 12.759246))"
122,0.0892775859683752,"POLYGON ((80.05838599999994 12.75894600000001, 80.05868599999994 12.75894600000001, 80.05868599999994 12.75864600000001, 80.05838599999994 12.75864600000001, 80.05838599999994 12.75894600000001))"
123,,"POLYGON ((80.05838599999994 12.75864600000001, 80.05868599999994 12.75864600000001, 80.05868599999994 12.75861436629323, 80.05838599999994 12.7586133433999, 80.05838599999994 12.75864600000001))"
124,0.09646709263324738,"POLYGON ((80.05875316455696 12.760446, 80.05868599999994 12.760446, 80.05868599999994 12.76060518000015, 80.05875316455696 12.760446))"
125,0.09309243485331535,"POLYGON ((80.05868599999994 12.760446, 80.05875316455696 12.760446, 80.05880000000001 12.760335, 80.05898599999993 12.76028018127729, 80.05898599999993 12.760146, 80.05868599999994 12.760146, 80.05868599999994 12.760446))"
126,0.08513232072194417,"POLYGON ((80.05868599999994 12.760146, 80.05898599999993 12.760146, 80.05898599999993 12.759846, 80.05868599999994 12.759846, 80.05868599999994 12.760146))"
127,0.10115037392824888,"POLYGON ((80.05868599999994 12.759846, 80.05898599999993 12.759846, 80.05898599999993 12.759546, 80.05868599999994 12.759546, 80.05868599999994 12.759846))"
128,0.10853894116977851,"POLYGON ((80.05868599999994 12.759546, 80.05898599999993 12.759546, 80.05898599999993 12.759246, 80.05868599999994 12.759246, 80.05868599999994 12.759546))"
129,0.10768031887710094,"POLYGON ((80.05868599999994 12.759246, 80.05898599999993 12.759246, 80.05898599999993 12.75894600000001, 80.05868599999994 12.75894600000001, 80.05868599999994 12.759246))"
130,0.103792704641819,"POLYGON ((80.05868599999994 12.75894600000001, 80.05898599999993 12.75894600000001, 80.05898599999993 12.75864600000001, 80.05868599999994 12.75864600000001, 80.05868599999994 12.75894600000001))"
131,,"POLYGON ((80.05868599999994 12.75864600000001, 80.05898599999993 12.75864600000001, 80.05898599999993 12.75861538918656, 80.05868599999994 12.75861436629323, 80.05868599999994 12.75864600000001))"
132,0.10036981602509816,"POLYGON ((80.05928599999993 12.76019176398257, 80.05928599999993 12.760146, 80.05898599999993 12.760146, 80.05898599999993 12.76028018127729, 80.05928599999993 12.76019176398257))"
133,0.08945378330018786,"POLYGON ((80.05898599999993 12.760146, 80.05928599999993 12.760146, 80.05928599999993 12.759846, 80.05898599999993 12.759846, 80.05898599999993 12.760146))"
134,0.09755503634611766,"POLYGON ((80.05898599999993 12.759846, 80.05928599999993 12.759846, 80.05928599999993 12.759546, 80.05898599999993 12.759546, 80.05898599999993 12.759846))"
135,0.10626193881034851,"POLYGON ((80.05898599999993 12.759546, 80.05928599999993 12.759546, 80.05928599999993 12.759246, 80.05898599999993 12.759246, 80.05898599999993 12.759546))"
136,0.11138755993710624,"POLYGON ((80.05898599999993 12.759246, 80.05928599999993 12.759246, 80.05928599999993 12.75894600000001, 80.05898599999993 12.75894600000001, 80.05898599999993 12.759246))"
137,0.11131359077990055,"POLYGON ((80.05898599999993 12.75894600000001, 80.05928599999993 12.75894600000001, 80.05928599999993 12.75864600000001, 80.05898599999993 12.75864600000001, 80.05898599999993 12.75894600000001))"
138,,"POLYGON ((80.05898599999993 12.75864600000001, 80.05928599999993 12.75864600000001, 80.05928599999993 12.75861641207988, 80.05898599999993 12.75861538918656, 80.05898599999993 12.75864600000001))"
139,,"POLYGON ((80.05944127725436 12.760146, 80.05928599999993 12.760146, 80.05928599999993 12.76019176398257, 80.05944127725436 12.760146))"
140,0.09164332764016257,"POLYGON ((80.05928599999993 12.760146, 80.05944127725436 12.760146, 80.05958599999992 12.76010334668785, 80.05958599999992 12.759846, 80.05928599999993 12.759846, 80.05928599999993 12.760146))"
141,0.10606836900115013,"POLYGON ((80.05928599999993 12.759846, 80.05958599999992 12.759846, 80.05958599999992 12.759546, 80.05928599999993 12.759546, 80.05928599999993 12.759846))"
142,0.11464381714661916,"POLYGON ((80.05928599999993 12.759546, 80.05958599999992 12.759546, 80.05958599999992 12.759246, 80.05928599999993 12.759246, 80.05928599999993 12.759546))"
143,0.11126687377691269,"POLYGON ((80.05928599999993 12.759246, 80.05958599999992 12.759246, 80.05958599999992 12.75894600000001, 80.05928599999993 12.75894600000001, 80.05928599999993 12.759246))"
144,0.1120024820168813,"POLYGON ((80.05928599999993 12.75894600000001, 80.05958599999992 12.75894600000001, 80.05958599999992 12.75864600000001, 80.05928599999993 12.75864600000001, 80.05928599999993 12.75894600000001))"
145,,"POLYGON ((80.05928599999993 12.75864600000001, 80.05958599999992 12.75864600000001, 80.05958599999992 12.75861743497321, 80.05928599999993 12.75861641207988, 80.05928599999993 12.75864600000001))"
146,0.09533543512225151,"POLYGON ((80.05988599999992 12.76001492939312, 80.05988599999992 12.759846, 80.05958599999992 12.759846, 80.05958599999992 12.76010334668785, 80.05988599999992 12.76001492939312))"
147,0.10618825163692236,"POLYGON ((80.05958599999992 12.759846, 80.05988599999992 12.759846, 80.05988599999992 12.759546, 80.05958599999992 12.759546, 80.05958599999992 12.759846))"
148,0.12135968667765458,"POLYGON ((80.05958599999992 12.759546, 80.05988599999992 12.759546, 80.05988599999992 12.759246, 80.05958599999992 12.759246, 80.05958599999992 12.759546))"
