,meanNDMI,meanNDVI,geometry
0,,,"POLYGON ((80.054186 12.75933299999999, 80.054186 12.759246, 80.05415048979593 12.759246, 80.054186 12.75933299999999))"
1,0.5068864226341248,0.026952956803143024,"POLYGON ((80.05415048979593 12.759246, 80.054186 12.759246, 80.054186 12.75894600000001, 80.05402804081633 12.75894600000001, 80.05415048979593 12.759246))"
2,0.5079735964536667,0.02590794861316681,"POLYGON ((80.05402804081633 12.75894600000001, 80.054186 12.75894600000001, 80.054186 12.75864600000001, 80.05390559183674 12.75864600000001, 80.05402804081633 12.75894600000001))"
3,,,"POLYGON ((80.05390559183674 12.75864600000001, 80.054186 12.75864600000001, 80.054186 12.75859902289333, 80.05388600000001 12.758598, 80.05390559183674 12.75864600000001))"
4,0.5023563007513682,0.021661453880369663,"POLYGON ((80.054486 12.75981592831541, 80.054486 12.759546, 80.05427293877551 12.759546, 80.054326 12.759676, 80.054486 12.75981592831541))"
5,0.5027701258659363,0.021946915425360203,"POLYGON ((80.05427293877551 12.759546, 80.054486 12.759546, 80.054486 12.759246, 80.054186 12.759246, 80.054186 12.75933299999999, 80.05427293877551 12.759546))"
6,0.504264901081721,0.023023870618393023,"POLYGON ((80.054186 12.759246, 80.054486 12.759246, 80.054486 12.75894600000001, 80.054186 12.75894600000001, 80.054186 12.759246))"
7,0.50682083517313,0.02631432726047933,"POLYGON ((80.054186 12.75894600000001, 80.054486 12.75894600000001, 80.054486 12.75864600000001, 80.054186 12.75864600000001, 80.054186 12.75894600000001))"
8,,,"POLYGON ((80.054186 12.75864600000001, 80.054486 12.75864600000001, 80.054486 12.75860004578665, 80.054186 12.75859902289333, 80.054186 12.75864600000001))"
9,0.5029210448265076,0.021910956129431725,"POLYGON ((80.05478599999999 12.76007829390681, 80.05478599999999 12.759846, 80.05452038524591 12.759846, 80.05478599999999 12.76007829390681))"
10,0.502230870227019,0.021933972990761202,"POLYGON ((80.05452038524591 12.759846, 80.05478599999999 12.759846, 80.05478599999999 12.759546, 80.054486 12.759546, 80.054486 12.75981592831541, 80.05452038524591 12.759846))"
11,0.5019249386257596,0.02074463541309039,"POLYGON ((80.054486 12.759546, 80.05478599999999 12.759546, 80.05478599999999 12.759246, 80.054486 12.759246, 80.054486 12.759546))"
12,0.5036719507641263,0.022349929644001856,"POLYGON ((80.054486 12.759246, 80.05478599999999 12.759246, 80.05478599999999 12.75894600000001, 80.054486 12.75894600000001, 80.054486 12.759246))"
13,0.505023236076037,0.025726478236416977,"POLYGON ((80.054486 12.75894600000001, 80.05478599999999 12.75894600000001, 80.05478599999999 12.75864600000001, 80.054486 12.75864600000001, 80.054486 12.75894600000001))"
14,,,"POLYGON ((80.054486 12.75864600000001, 80.05478599999999 12.75864600000001, 80.05478599999999 12.75860106867998, 80.054486 12.75860004578665, 80.054486 12.75864600000001))"
15,0.5063125491142273,0.025190895423293114,"POLYGON ((80.05508599999999 12.7603406594982, 80.05508599999999 12.760146, 80.05486341803278 12.760146, 80.05508599999999 12.7603406594982))"
16,0.5059065355194939,0.02314393925997946,"POLYGON ((80.05486341803278 12.760146, 80.05508599999999 12.760146, 80.05508599999999 12.759846, 80.05478599999999 12.759846, 80.05478599999999 12.76007829390681, 80.05486341803278 12.760146))"
17,0.5040073345104853,0.021363217538843553,"POLYGON ((80.05478599999999 12.759846, 80.05508599999999 12.759846, 80.05508599999999 12.759546, 80.05478599999999 12.759546, 80.05478599999999 12.759846))"
18,0.5042565067609152,0.023100120739804372,"POLYGON ((80.05478599999999 12.759546, 80.05508599999999 12.759546, 80.05508599999999 12.759246, 80.05478599999999 12.759246, 80.05478599999999 12.759546))"
19,0.503514846165975,0.022492581357558567,"POLYGON ((80.05478599999999 12.759246, 80.05508599999999 12.759246, 80.05508599999999 12.75894600000001, 80.05478599999999 12.75894600000001, 80.05478599999999 12.759246))"
20,0.5041956951220831,0.025628812611103058,"POLYGON ((80.05478599999999 12.75894600000001, 80.05508599999999 12.75894600000001, 80.05508599999999 12.75864600000001, 80.05478599999999 12.75864600000001, 80.05478599999999 12.75894600000001))"
21,,,"POLYGON ((80.05478599999999 12.75864600000001, 80.05508599999999 12.75864600000001, 80.05508599999999 12.75860209157331, 80.05478599999999 12.75860106867998, 80.05478599999999 12.75864600000001))"
22,,,"POLYGON ((80.05538599999998 12.76045063530117, 80.05538599999998 12.760446, 80.05536175548589 12.760446, 80.05538599999998 12.76045063530117))"
23,0.5053431716832247,0.022372829473831436,"POLYGON ((80.05536175548589 12.760446, 80.05538599999998 12.760446, 80.05538599999998 12.760146, 80.05508599999999 12.760146, 80.05508599999999 12.7603406594982, 80.05516299999999 12.760408, 80.05536175548589 12.760446))"
24,0.5065349092086157,0.022995380374292534,"POLYGON ((80.05508599999999 12.760146, 80.05538599999998 12.760146, 80.05538599999998 12.759846, 80.05508599999999 12.759846, 80.05508599999999 12.760146))"
25,0.50430903211236,0.0212765836622566,"POLYGON ((80.05508599999999 12.759846, 80.05538599999998 12.759846, 80.05538599999998 12.759546, 80.05508599999999 12.759546, 80.05508599999999 12.759846))"
26,0.5035751809676489,0.020963051356375217,"POLYGON ((80.05508599999999 12.759546, 80.05538599999998 12.759546, 80.05538599999998 12.759246, 80.05508599999999 12.759246, 80.05508599999999 12.759546))"
27,0.5026998221874237,0.022943869854013126,"POLYGON ((80.05508599999999 12.759246, 80.05538599999998 12.759246, 80.05538599999998 12.75894600000001, 80.05508599999999 12.75894600000001, 80.05508599999999 12.759246))"
28,0.5055707953870296,0.026812088792212307,"POLYGON ((80.05508599999999 12.75894600000001, 80.05538599999998 12.75894600000001, 80.05538599999998 12.75864600000001, 80.05508599999999 12.75864600000001, 80.05508599999999 12.75894600000001))"
29,,,"POLYGON ((80.05508599999999 12.75864600000001, 80.05538599999998 12.75864600000001, 80.05538599999998 12.75860311446663, 80.05508599999999 12.75860209157331, 80.05508599999999 12.75864600000001))"
30,0.5057156682014465,0.02346615307033062,"POLYGON ((80.05568599999998 12.76050799220857, 80.05568599999998 12.760446, 80.05538599999998 12.760446, 80.05538599999998 12.76045063530117, 80.05568599999998 12.76050799220857))"
31,0.5040469898117913,0.02204411414762338,"POLYGON ((80.05538599999998 12.760446, 80.05568599999998 12.760446, 80.05568599999998 12.760146, 80.05538599999998 12.760146, 80.05538599999998 12.760446))"
32,0.5051751732826233,0.022566090027491253,"POLYGON ((80.05538599999998 12.760146, 80.05568599999998 12.760146, 80.05568599999998 12.759846, 80.05538599999998 12.759846, 80.05538599999998 12.760146))"
33,0.5037032614151636,0.02271819735566775,"POLYGON ((80.05538599999998 12.759846, 80.05568599999998 12.759846, 80.05568599999998 12.759546, 80.05538599999998 12.759546, 80.05538599999998 12.759846))"
34,0.5040010081397163,0.021917968574497435,"POLYGON ((80.05538599999998 12.759546, 80.05568599999998 12.759546, 80.05568599999998 12.759246, 80.05538599999998 12.759246, 80.05538599999998 12.759546))"
35,0.5033460656801859,0.02378029790189531,"POLYGON ((80.05538599999998 12.759246, 80.05568599999998 12.759246, 80.05568599999998 12.75894600000001, 80.05538599999998 12.75894600000001, 80.05538599999998 12.759246))"
36,0.5053624908129374,0.026153822895139456,"POLYGON ((80.05538599999998 12.75894600000001, 80.05568599999998 12.75894600000001, 80.05568599999998 12.75864600000001, 80.05538599999998 12.75864600000001, 80.05538599999998 12.75894600000001))"
37,,,"POLYGON ((80.05538599999998 12.75864600000001, 80.05568599999998 12.75864600000001, 80.05568599999998 12.75860413735996, 80.05538599999998 12.75860311446663, 80.05538599999998 12.75864600000001))"
38,0.5040624936421713,0.022824959208567936,"POLYGON ((80.05598599999998 12.76056534911597, 80.05598599999998 12.760446, 80.05568599999998 12.760446, 80.05568599999998 12.76050799220857, 80.05598599999998 12.76056534911597))"
39,0.5031934777895609,0.0216703067223231,"POLYGON ((80.05568599999998 12.760446, 80.05598599999998 12.760446, 80.05598599999998 12.760146, 80.05568599999998 12.760146, 80.05568599999998 12.760446))"
40,0.5054000483618842,0.024100467562675476,"POLYGON ((80.05568599999998 12.760146, 80.05598599999998 12.760146, 80.05598599999998 12.759846, 80.05568599999998 12.759846, 80.05568599999998 12.760146))"
41,0.5027381579081217,0.02126240994160374,"POLYGON ((80.05568599999998 12.759846, 80.05598599999998 12.759846, 80.05598599999998 12.759546, 80.05568599999998 12.759546, 80.05568599999998 12.759846))"
42,0.502565688557095,0.021153744931022327,"POLYGON ((80.05568599999998 12.759546, 80.05598599999998 12.759546, 80.05598599999998 12.759246, 80.05568599999998 12.759246, 80.05568599999998 12.759546))"
43,0.5042760835753547,0.023919729308949575,"POLYGON ((80.05568599999998 12.759246, 80.05598599999998 12.759246, 80.05598599999998 12.75894600000001, 80.05568599999998 12.75894600000001, 80.05568599999998 12.759246))"
44,0.5054003993670145,0.026578396403541166,"POLYGON ((80.05568599999998 12.75894600000001, 80.05598599999998 12.75894600000001, 80.05598599999998 12.75864600000001, 80.05568599999998 12.75864600000001, 80.05568599999998 12.75894600000001))"
45,,,"POLYGON ((80.05568599999998 12.75864600000001, 80.05598599999998 12.75864600000001, 80.05598599999998 12.75860516025329, 80.05568599999998 12.75860413735996, 80.05568599999998 12.75864600000001))"
46,0.5034088641405106,0.021827148040756583,"POLYGON ((80.05628599999997 12.76062270602337, 80.05628599999997 12.760446, 80.05598599999998 12.760446, 80.05598599999998 12.76056534911597, 80.05628599999997 12.76062270602337))"
