,meanNDMI,meanNDVI,geometry
0,,,"POLYGON ((80.052684 12.75668592803289, 80.052684 12.756498, 80.052570087661 12.756498, 80.052684 12.75668592803289))"
1,0.5308495685458183,0.0036303468223195523,"POLYGON ((80.052570087661 12.756498, 80.052684 12.756498, 80.052684 12.756198, 80.05238824304114 12.756198, 80.052570087661 12.756498))"
2,,,"POLYGON ((80.05238824304114 12.756198, 80.052684 12.756198, 80.052684 12.75613031818182, 80.052384 12.756191, 80.05238824304114 12.756198))"
3,0.5299647450447083,0.004888088442385197,"POLYGON ((80.052984 12.75718085606579, 80.052984 12.757098, 80.05293377690072 12.757098, 80.052984 12.75718085606579))"
4,0.5291757881641388,0.0014124225611643244,"POLYGON ((80.05293377690072 12.757098, 80.052984 12.757098, 80.052984 12.756798, 80.05275193228086 12.756798, 80.05293377690072 12.757098))"
5,0.5305985537442294,0.00489699719897048,"POLYGON ((80.05275193228086 12.756798, 80.052984 12.756798, 80.052984 12.756498, 80.052684 12.756498, 80.052684 12.75668592803289, 80.05275193228086 12.756798))"
6,0.5302976854145527,0.005256517986708786,"POLYGON ((80.052684 12.756498, 80.052984 12.756498, 80.052984 12.756198, 80.052684 12.756198, 80.052684 12.756498))"
7,0.5295773893594742,0.0023101932602003217,"POLYGON ((80.052684 12.756198, 80.052984 12.756198, 80.052984 12.75606963636364, 80.052684 12.75613031818182, 80.052684 12.756198))"
8,0.5306310653686523,0.0038524348055943847,"POLYGON ((80.05328399999999 12.75767578409868, 80.05328399999999 12.757398, 80.05311562152058 12.757398, 80.05328399999999 12.75767578409868))"
9,0.5296707370064475,0.005504918432879177,"POLYGON ((80.05311562152058 12.757398, 80.05328399999999 12.757398, 80.05328399999999 12.757098, 80.052984 12.757098, 80.052984 12.75718085606579, 80.05311562152058 12.757398))"
10,0.5294751591152616,0.004069991849569811,"POLYGON ((80.052984 12.757098, 80.05328399999999 12.757098, 80.05328399999999 12.756798, 80.052984 12.756798, 80.052984 12.757098))"
11,0.5299304525057474,0.002933466092347064,"POLYGON ((80.052984 12.756798, 80.05328399999999 12.756798, 80.05328399999999 12.756498, 80.052984 12.756498, 80.052984 12.756798))"
12,0.5290168970823288,0.003996141080278903,"POLYGON ((80.052984 12.756498, 80.05328399999999 12.756498, 80.05328399999999 12.756198, 80.052984 12.756198, 80.052984 12.756498))"
13,0.5290788014729818,0.0029929738181332746,"POLYGON ((80.052984 12.756198, 80.05328399999999 12.756198, 80.05328399999999 12.75601311827654, 80.053264 12.756013, 80.052984 12.75606963636364, 80.052984 12.756198))"
14,0.5273938775062561,0.0002567394112702459,"POLYGON ((80.05358399999999 12.75817071213157, 80.05358399999999 12.757998, 80.05347931076028 12.757998, 80.05358399999999 12.75817071213157))"
15,0.529412974913915,0.0032951393707965813,"POLYGON ((80.05347931076028 12.757998, 80.05358399999999 12.757998, 80.05358399999999 12.757698, 80.05329746614042 12.757698, 80.05347931076028 12.757998))"
16,0.5309315125147501,0.005556839078457819,"POLYGON ((80.05329746614042 12.757698, 80.05358399999999 12.757698, 80.05358399999999 12.757398, 80.05328399999999 12.757398, 80.05328399999999 12.75767578409868, 80.05329746614042 12.757698))"
17,0.529559001326561,0.005529155052499846,"POLYGON ((80.05328399999999 12.757398, 80.05358399999999 12.757398, 80.05358399999999 12.757098, 80.05328399999999 12.757098, 80.05328399999999 12.757398))"
18,0.5291695528560214,0.004272935097105801,"POLYGON ((80.05328399999999 12.757098, 80.05358399999999 12.757098, 80.05358399999999 12.756798, 80.05328399999999 12.756798, 80.05328399999999 12.757098))"
19,0.5286488797929552,0.0023033423996013072,"POLYGON ((80.05328399999999 12.756798, 80.05358399999999 12.756798, 80.05358399999999 12.756498, 80.05328399999999 12.756498, 80.05328399999999 12.756798))"
20,0.5290878067413965,0.0043969131268871324,"POLYGON ((80.05328399999999 12.756498, 80.05358399999999 12.756498, 80.05358399999999 12.756198, 80.05328399999999 12.756198, 80.05328399999999 12.756498))"
21,0.5289921760559082,0.004020079582308729,"POLYGON ((80.05328399999999 12.756198, 80.05358399999999 12.756198, 80.05358399999999 12.75601489242467, 80.05328399999999 12.75601311827654, 80.05328399999999 12.756198))"
22,0.5316474914550782,0.006000777846202255,"POLYGON ((80.05388399999998 12.75859753746978, 80.05388399999998 12.758298, 80.05366115538014 12.758298, 80.053843 12.758598, 80.05388399999998 12.75859753746978))"
23,0.529749184846878,0.0040657341097747645,"POLYGON ((80.05366115538014 12.758298, 80.05388399999998 12.758298, 80.05388399999998 12.757998, 80.05358399999999 12.757998, 80.05358399999999 12.75817071213157, 80.05366115538014 12.758298))"
24,0.5311366468667984,0.004673100396757945,"POLYGON ((80.05358399999999 12.757998, 80.05388399999998 12.757998, 80.05388399999998 12.757698, 80.05358399999999 12.757698, 80.05358399999999 12.757998))"
25,0.5314208765824636,0.004587101730673264,"POLYGON ((80.05358399999999 12.757698, 80.05388399999998 12.757698, 80.05388399999998 12.757398, 80.05358399999999 12.757398, 80.05358399999999 12.757698))"
26,0.5297273062169552,0.003600310483307112,"POLYGON ((80.05358399999999 12.757398, 80.05388399999998 12.757398, 80.05388399999998 12.757098, 80.05358399999999 12.757098, 80.05358399999999 12.757398))"
