,geometry,meanNDVI,meanSAVI,meanEVI,meanARVI,meanGNDVI,meanNDCI,meanNPCRI,meanPSRI,meanBSI,meanNDMI,meanNDWI
0,"POLYGON ((80.06210110108225 12.81309355013467, 80.06210110108225 12.81278784847614, 80.06160110108225 12.81278784847614, 80.06160110108225 12.81298570699741, 80.06210110108225 12.81309355013467))",0.49299349831929595,0.7039049546082284,1.2337069935430747,0.48813371957252866,0.5152684468784351,0.20052113980468958,0.20555304542325828,0.14124575273963338,0.0339865551637547,0.0157286117980034,-0.5152684468784351
1,"POLYGON ((80.06160110108225 12.81278784847614, 80.06210110108225 12.81278784847614, 80.06210110108225 12.81228784847614, 80.06160110108225 12.81228784847614, 80.06160110108225 12.81278784847614))",0.5890330625253615,0.8410293343835347,1.738933529624382,0.5864900153365338,0.5634431407848886,0.2694113891856324,0.1364529501738168,0.08118425212404828,-0.034794356206101384,0.07679848430500338,-0.5634431407848886
2,"POLYGON ((80.06160110108225 12.81228784847614, 80.06210110108225 12.81228784847614, 80.06210110108225 12.81178784847614, 80.06160110108225 12.81178784847614, 80.06160110108225 12.81228784847614))",0.6319435861304179,0.9022984504396475,1.9540543858882782,0.630294736429874,0.5866402926652564,0.30218096214722145,0.10944837182492369,0.05769391770193924,-0.07338656983243681,0.11486725534021398,-0.5866402926652564
3,"POLYGON ((80.06160110108225 12.81178784847614, 80.06210110108225 12.81178784847614, 80.06210110108225 12.81128784847614, 80.06160110108225 12.81128784847614, 80.06160110108225 12.81178784847614))",0.5886005193886609,0.8404161075664973,1.7508943353431619,0.585966792920709,0.5560235350435467,0.2844278497185228,0.13231206540179746,0.08048421919327214,-0.09616586930820382,0.1581656361114968,-0.5560235350435467
4,"POLYGON ((80.06160110108225 12.81128784847614, 80.06210110108225 12.81128784847614, 80.06210110108225 12.81078784847614, 80.06160110108225 12.81078784847614, 80.06160110108225 12.81128784847614))",0.5870400669222334,0.8381880060116695,1.6787248454082198,0.5843517825732865,0.5575081411029159,0.2778056400639671,0.14684109690182104,0.0862787728385256,-0.10674422350265339,0.17555198793327043,-0.5575081411029159
5,"POLYGON ((80.06160110108225 12.81078784847614, 80.06210110108225 12.81078784847614, 80.06210110108225 12.81028784847614, 80.06160110108225 12.81028784847614, 80.06160110108225 12.81078784847614))",0.6212578957112861,0.8870403714129405,1.9092675268086898,0.6195025613792905,0.5727175164649059,0.2875980300957277,0.11181380456517659,0.06012043435613223,-0.13520167400231528,0.19753175165819103,-0.5727175164649059
6,"POLYGON ((80.06160110108225 12.81028784847614, 80.06210110108225 12.81028784847614, 80.06210110108225 12.80978784847614, 80.06160110108225 12.80978784847614, 80.06160110108225 12.81028784847614))",0.7008687361503719,1.000711183706885,2.335717777215652,0.7001981902272802,0.6211347125469043,0.3315067571786782,0.05570572442431311,0.026162371343067113,-0.16778650158255537,0.21204813283871615,-0.6211347125469043
7,"POLYGON ((80.06160110108225 12.80978784847614, 80.06210110108225 12.80978784847614, 80.06210110108225 12.80928784847614, 80.06160110108225 12.80928784847614, 80.06160110108225 12.80978784847614))",0.6804358109528424,0.9715368703158427,2.158914632785606,0.6793681168912507,0.6099082819280621,0.3258730986560782,0.08474396309045468,0.0406055753854569,-0.15842916595965248,0.2099404353780255,-0.6099082819280621
8,"POLYGON ((80.06160110108225 12.80928784847614, 80.06210110108225 12.80928784847614, 80.06210110108225 12.80878784847614, 80.06160110108225 12.80878784847614, 80.06160110108225 12.80928784847614))",0.66364181591835,0.9475617654203341,2.0308321903411004,0.6624487095256474,0.5984622197603939,0.3264404894701636,0.10412050551552131,0.04736202449222188,-0.16072908505576208,0.22135597067627655,-0.5984622197603939
9,"POLYGON ((80.06160110108225 12.80878784847614, 80.06210110108225 12.80878784847614, 80.06210110108225 12.80828784847614, 80.06160110108225 12.80828784847614, 80.06160110108225 12.80878784847614))",0.5027504467550066,0.7178391777862051,1.3623886981491884,0.49792073360032024,0.5027857685234329,0.22970433307451968,0.17866394260537058,0.12937138775581036,-0.01204023515240128,0.06817632964121673,-0.5027857685234329
