,geometry,meanNDVI,meanSAVI,meanEVI,meanARVI,meanGNDVI,meanNDCI,meanNPCRI,meanPSRI,meanBSI,meanNDMI,meanNDWI
0,"POLYGON ((80.06210110108225 12.81309355013467, 80.06210110108225 12.81278784847614, 80.06160110108225 12.81278784847614, 80.06160110108225 12.81298570699741, 80.06210110108225 12.81309355013467))",0.42573884885680646,0.607886687127514,1.243048712642665,0.42037012332692214,0.4668436862214436,0.18255824007761207,0.16809775695381943,0.14262019659580674,0.07107155133500741,-0.03743985010930248,-0.4668436862214436
1,"POLYGON ((80.06160110108225 12.81278784847614, 80.06210110108225 12.81278784847614, 80.06210110108225 12.81228784847614, 80.06160110108225 12.81228784847614, 80.06160110108225 12.81278784847614))",0.5155128085236379,0.7360680114944862,1.8620757588383003,0.512578605555271,0.5080599630086754,0.22967056253043394,0.10194253581078781,0.0813688865724289,0.014116756712831817,0.011616806192487728,-0.5080599630086754
2,"POLYGON ((80.06160110108225 12.81228784847614, 80.06210110108225 12.81228784847614, 80.06210110108225 12.81178784847614, 80.06160110108225 12.81178784847614, 80.06160110108225 12.81228784847614))",0.5278429893841862,0.7536757920782794,2.5383423414066573,0.5265722524855352,0.4976877688522834,0.23569478435672947,0.042900673828673214,0.03546695470451179,-0.0277351050241483,0.049673674700283006,-0.4976877688522834
3,"POLYGON ((80.06160110108225 12.81178784847614, 80.06210110108225 12.81178784847614, 80.06210110108225 12.81128784847614, 80.06160110108225 12.81128784847614, 80.06160110108225 12.81178784847614))",0.42341455707597486,0.604571106831411,2.149653388583954,0.42109022836298177,0.4141076118618713,0.17450232229543688,0.05502932850216249,0.0575750549054116,-0.004123808458756195,0.025779053688825406,-0.4141076118618713
4,"POLYGON ((80.06160110108225 12.81128784847614, 80.06210110108225 12.81128784847614, 80.06210110108225 12.81078784847614, 80.06160110108225 12.81078784847614, 80.06160110108225 12.81128784847614))",0.3462950949986368,0.4944616000307876,3.400227170261003,0.34383924063250226,0.3456775418560001,0.1323430212461253,0.047930314874977405,0.05531963577542709,-0.008396493748559232,0.03523091758597931,-0.3456775418560001
5,"POLYGON ((80.06160110108225 12.81078784847614, 80.06210110108225 12.81078784847614, 80.06210110108225 12.81028784847614, 80.06160110108225 12.81028784847614, 80.06160110108225 12.81078784847614))",0.3102233361514005,0.44296136504819733,0.7279004139993799,0.3068128501571891,0.3191114966109233,0.12361007834154829,0.07713227806562518,0.07923273316149106,-0.010910444783766923,0.05523349726908819,-0.3191114966109233
6,"POLYGON ((80.06160110108225 12.81028784847614, 80.06210110108225 12.81028784847614, 80.06210110108225 12.80978784847614, 80.06160110108225 12.80978784847614, 80.06160110108225 12.81028784847614))",0.4290415896450189,0.6126146299484597,2.6284664021060364,0.429783704688262,0.38115622718688813,0.16144622330402958,-0.03305004473612179,-0.027251499701583425,-0.11135173861653601,0.14448133846402303,-0.38115622718688813
7,"POLYGON ((80.06160110108225 12.80978784847614, 80.06210110108225 12.80978784847614, 80.06210110108225 12.80928784847614, 80.06160110108225 12.80928784847614, 80.06160110108225 12.80978784847614))",0.24628541958526226,0.3516707668667349,-1.3925757847408846,0.24999392831211026,0.19792515739412533,0.08330807298313395,-0.06569512072531913,-0.0923801407470358,-0.09008498834385259,0.10746871332585815,-0.19792515739412533
8,"POLYGON ((80.06160110108225 12.80928784847614, 80.06210110108225 12.80928784847614, 80.06210110108225 12.80878784847614, 80.06160110108225 12.80878784847614, 80.06160110108225 12.80928784847614))",0.13394456627741066,0.1912630492292862,0.16508076849323458,0.1371389240361435,0.10542755540747806,0.05107657161388441,-0.040488202193773276,-0.07171166258099965,-0.047668275079456035,0.05391397976872512,-0.10542755540747806
9,"POLYGON ((80.06160110108225 12.80878784847614, 80.06210110108225 12.80878784847614, 80.06210110108225 12.80828784847614, 80.06160110108225 12.80828784847614, 80.06160110108225 12.80878784847614))",0.13096741918122148,0.1870122209191399,-24.402376228355134,0.1328239351028412,0.11340509665702722,0.06895943869939086,-0.022714094704936086,-0.041956882184783204,-0.02182103269116689,0.02119039685100167,-0.11340509665702722
